epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
0,0.5021952443535527,0.50263109665572,0.5508873998465208,0.4992042626612484,0.0001
1,0.4849531707538984,0.5147066351031264,0.4960816425316293,0.5177516960597939,0.0001
2,0.5312829686841696,0.48162541016645566,0.5148933577285452,0.5094112061977011,0.0001
3,0.4637514175518535,0.5121332423722138,0.47739385985358235,0.517298262989338,0.0001
4,0.5065210266742686,0.4968781104051668,0.492628947899157,0.4835372536399119,0.0001
5,0.5087954800095387,0.4830019682374236,0.4708221918290092,0.5277969448225102,0.0001
6,0.5178244081082959,0.5088715817711282,0.47608417754461624,0.5175903013072626,0.0001
7,0.4672799885708132,0.5117636469185824,0.45999409510792166,0.5456777376373309,0.0001
8,0.49863887175908805,0.5080663099651702,0.5300027611064402,0.502234024424096,0.0001
9,0.48997711433901575,0.5263569349717696,0.45858559938248933,0.5250826134144573,0.0001
10,0.48346631754053265,0.5205490877754665,0.477977431058328,0.5339725887962519,0.0001
11,0.45964987529223916,0.5163877384141031,0.49966657450629015,0.5003453495259188,0.0001
12,0.4793748010964424,0.5263023842087271,0.48352369411545887,0.5025783683275488,0.0001
13,0.503119902756956,0.5100723282393971,0.47789134547147016,0.4971897554488645,0.0001
14,0.5196365483732048,0.5109137415388799,0.5092073942156884,0.4971024262455255,0.0001
15,0.4626257796814858,0.5291110826317146,0.49313212228943726,0.5436203546497673,0.0001
16,0.4860383681141044,0.5253927809185858,0.4375153572238589,0.528663396664158,0.0001
17,0.45797904080315704,0.5285901401808643,0.4713310149632002,0.5302372574712947,0.0001
18,0.47027575195980714,0.5414941964282696,0.4704674123535412,0.5225677711898704,0.0001
19,0.44611859569684,0.5380938128037434,0.4365758738650577,0.5296152575282834,0.0001
20,0.47192011141460133,0.5267437690845787,0.47098415207507294,0.5319126984048513,0.0001
21,0.4708147843807097,0.5451332073158915,0.4722673646193894,0.5279248840699768,0.0001
22,0.49357035616535416,0.5319590423904551,0.43859841073187994,0.5369292497381062,0.0001
23,0.46826132806634063,0.5397567793574843,0.4880483812361144,0.5032794919212936,0.0001
24,0.47254516460671897,0.5385071449143108,0.47373809570938896,0.538628892412929,0.0001
25,0.44836567356484675,0.5395576065269294,0.4937488504878489,0.5206373700715555,0.0001
26,0.4551398171177653,0.5450565904147591,0.5009243013823248,0.5078173471666191,0.0001
27,0.45923475074035064,0.5361091564344691,0.4616417897274031,0.5292054965911869,0.0001
28,0.4276450412273282,0.5554916714596047,0.4428105612486007,0.5376277396940465,0.0001
29,0.43955610236467435,0.5406679834380386,0.4157858592975101,0.5636133975140987,0.0001
30,0.43943815577096645,0.560269080197398,0.49757545443651163,0.542795559484925,0.0001
31,0.44115912321673595,0.543259274104876,0.48710889071716834,0.5287117776288867,0.0001
32,0.4346391253233582,0.5568638519960073,0.4131553636175845,0.5603306226812502,0.0001
33,0.38999925288241694,0.5653481894615272,0.48518236801427694,0.5404739691017764,0.0001
34,0.41182957711283014,0.5924826927392907,0.4174393640743364,0.5564306937873515,0.0001
35,0.4342486581908522,0.5585068671798603,0.46099932248244946,0.5510137128951973,0.0001
36,0.42118794336816284,0.568751609545367,0.43814217127838617,0.5401946210538541,0.0001
37,0.45305017085775484,0.5590978648414896,0.434182063396137,0.5439905822338804,0.0001
38,0.4473931197399725,0.5582776472039097,0.42220624485072894,0.5804756267945627,0.0001
39,0.4504778994851566,0.5610108674200203,0.42530670536860365,0.5687611075503622,0.0001
40,0.4188339280211258,0.5661902140911326,0.4758359029294724,0.5588442655187091,0.0001
41,0.4487187440469588,0.5763449014882405,0.4617396718126841,0.5445952848026103,0.0001
42,0.44487786106188504,0.5579283055656092,0.3892786643780421,0.5761405949598818,0.0001
43,0.37428837010880883,0.576497239825763,0.45953236071786707,0.566586763955122,0.0001
44,0.41896981355684737,0.5642131702403478,0.38248442259309584,0.5668146086639073,0.0001
45,0.3924292542661082,0.5820078117155603,0.44721613696550616,0.5399823768715755,0.0001
46,0.4354239330204326,0.5605177644009011,0.4208726811247947,0.5640703934705138,0.0001
47,0.44211252549605157,0.5779782548660412,0.3895411665687474,0.6028454569005719,0.0001
48,0.36605653266689453,0.5913178317182628,0.4719925981576855,0.5393013724788739,0.0001
49,0.4271608138389211,0.5808053109972211,0.40492216174280504,0.5509599913437655,0.0001
