epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
0,0.47626940815798946,0.5119306852137541,0.512184734696403,0.4692668294538768,0.001
1,0.4841866503035187,0.5016416346496969,0.4621264788169221,0.4922722186109486,0.001
2,0.5201189735679755,0.5011486023269484,0.5028463488532552,0.5164388230055851,0.001
3,0.49175062331812874,0.5199536219352451,0.5106143751181623,0.5114512541260551,0.001
4,0.49267676819302836,0.5279751222828203,0.41348979899600713,0.5781210252138222,0.001
5,0.45228556943240283,0.539331309433106,0.4393082098478452,0.5641909126030287,0.001
6,0.4557250936076597,0.537423547259695,0.42800002272504056,0.5498488307365671,0.001
7,0.47109606502898566,0.5461539561258492,0.4505332562931161,0.5615773513978591,0.001
8,0.4362048565520675,0.5862237119689846,0.40313258515794914,0.5766677524908255,0.001
9,0.44533936359903376,0.5870937688897575,0.44703659684353186,0.5815107056989431,0.001
10,0.40455910438113274,0.5944015245508069,0.4679248607622449,0.5651956773258402,0.001
11,0.3433819211781879,0.6112115352735841,0.4403863446778142,0.5941816243616808,0.001
12,0.39175330758960264,0.6187897222504113,0.3730637403630298,0.6123315793120124,0.001
13,0.431958819240145,0.596972932687899,0.37495584852155933,0.6119358874451765,0.001
14,0.4071965208288266,0.6143981328417688,0.35549736911575847,0.6334363785199079,0.001
15,0.37462765340506665,0.6372871774788396,0.36080566914940226,0.6229600629782233,0.001
16,0.36363825594545657,0.6344170875107115,0.4272087193804117,0.6294842819349831,0.001
17,0.3383480576531699,0.6579238478345946,0.3260777517017079,0.6551763081950451,0.001
18,0.3363032893666101,0.6545296087030702,0.3537127982610338,0.6535128229156036,0.001
19,0.3173843530028761,0.6646788004616949,0.36003236422667856,0.6755427712224816,0.001
20,0.35556651279055357,0.6768659408649577,0.3147816701229954,0.6562636906643347,0.001
21,0.2992532195402113,0.7054799195199599,0.35367710772784144,0.6859412888123805,0.001
22,0.2849072282972567,0.6815768408351385,0.29129386598497353,0.7105894497185206,0.001
23,0.29940566323948214,0.7039494727235066,0.34145057564850134,0.6569949837619478,0.001
24,0.30912546163789123,0.7128490378877806,0.3099805234211549,0.7084043678537899,0.001
25,0.22684312834606876,0.7422927402537214,0.2954343423235059,0.7119112558912407,0.001
26,0.26100536286863935,0.7415168400721297,0.2629824711531385,0.7479319960632698,0.001
27,0.30619100279733524,0.7242259653197196,0.21232755267447734,0.7604177050904795,0.001
28,0.2520171698180862,0.7560951940659358,0.31630111263876826,0.7365311821813434,0.001
29,0.252695308744351,0.7555386848859575,0.25687712841206495,0.7295836167767996,0.001
30,0.24347983235448328,0.7490551757024003,0.20791157841563138,0.7836540927692065,0.0001
31,0.20844385611571833,0.7718870695513668,0.18884202740842182,0.7760949334381716,0.0001
32,0.21568939217374217,0.779585485954126,0.24429762436672714,0.7824846921286933,0.0001
33,0.22065576221025368,0.7963320553217834,0.24084315128541323,0.7591726080490188,0.0001
34,0.16537198441949819,0.8086439142729694,0.2158319827569558,0.7960571132539277,0.0001
35,0.18610072615893095,0.8265578065815886,0.16477710662758976,0.7961399059363521,0.0001
36,0.17107810020044414,0.8356435819001394,0.172733602038183,0.8204051271604046,0.0001
37,0.19034378797525991,0.8168068264896977,0.1551596778341669,0.8207016679033526,0.0001
38,0.15483702197987637,0.8396524577520225,0.16489061185886908,0.8456940132176652,0.0001
39,0.17863721819045608,0.8414019805945286,0.16130528190031204,0.8470587260779201,0.0001
40,0.11146151955631776,0.864750508260876,0.09686689679207056,0.8646334746323542,0.0001
41,0.12831967094306077,0.8646325400674588,0.19134057821656145,0.8202124831498958,0.0001
42,0.16446442002038023,0.8759373236439604,0.13408372485835157,0.8766097715024799,0.0001
43,0.1537897138924406,0.8828515902245779,0.12922187007557048,0.8692568154635604,0.0001
44,0.11714023179749637,0.8966916113251823,0.11581161351862929,0.8748124616797778,0.0001
45,0.09812616453927135,0.9148831208832496,0.06261675206693254,0.90999406960535,0.0001
46,0.09399835610665773,0.9010321852827111,0.11982903113728277,0.8998777962115625,0.0001
47,0.0767952299651152,0.9288132098068622,0.0738730660333543,0.9027301321456155,0.0001
48,0.06338493116254568,0.9399422455904307,0.08063624845642096,0.9074380906288132,0.0001
49,0.059101857427579396,0.9467262626834219,0.09161969004666445,0.9090901545410935,0.0001
